cat_level1,cat_level2,cat_level3,brand_name,company_name,company_intro,renqi,diqu
家纺家饰,家纺家饰,家居饰品,BEAST野兽派,上海野派电子商务有限公司,BEAST野兽派，2011年底诞生于微博，从传奇花店成长为艺术生活品牌，并荣登2012年微博十大人气用户榜单。2013-2014年，我们陆续在上海连卡佛、北京国贸三期JOYCE店、上海环贸（iapm）...详情>>,6,上海徐汇区
家纺家饰,家纺家饰,家居饰品,NOME,广州诺米品牌管理有限公司,"好设计计，无国界。NOME甄选瑞典优秀独立设计师，其中Fredrik Moberg, Henrik Lundblad, Axel Brechensbauer是曾获得国际奖项的设计名师，他们的加入，是保证NOME可持续创造出更多美...详情>>",416,广东广州
家纺家饰,家纺家饰,家居饰品,roseonly专爱花店,roseonly中国高端品牌花店：北京智德创辉网络科技有限公司,【关于我们roseonly专爱花店品牌故事 】中国高端鲜花第一品牌roseonly专爱花店。roseonly专爱花店以皇家矜贵玫瑰斗胆定制“一生只送一人”离奇规则落笔为证，无法更改。   我们来自于...详情>>,5165,北京朝阳区
家纺家饰,家纺家饰,家居饰品,TIAMANTTI帝幔,上海剪刀石头布家居实业有限公司,帝幔TIAMANTTI是剪刀石头布旗下自营品牌，以原厂制造、原装进口家具为核心，同时引进高端进口窗帘墙纸、灯饰、地毯、精品家饰、高级定制商品。凭借剪刀石头布家居几十年累计的实力，...详情>>,36,上海
家纺家饰,家纺家饰,家居饰品,剪刀石头布家居,上海剪刀石头布家居实业有限公司,剪刀石头布家居集团成立于1998年，经营项目包括进口家具、窗帘、壁纸、水晶灯、家具沙发、睡眠产品、家饰家用品、各类高端整体软装商品及家居软装设计搭配服务等。2018剪刀石头布家居...详情>>,28,上海
家纺家饰,家纺家饰,家纺寝饰,富安娜,深圳市富安娜家居用品股份有限公司,富安娜创造美好睡眠生活，打造百年家居品牌深圳市富安娜家居用品股份有限公司成立于1994年，是一家集研发、设计、生产、营销和物流于一体的综合型家居企业。创立“富安娜”、“维莎”...详情>>,6.8万,广东深圳
家纺家饰,家纺家饰,家纺寝饰,罗莱KIDS,罗莱集团,罗莱KIDS是罗莱集团旗下一个活力无限的全新品牌，特别联合台湾著名绘本作家-Jimmy幾米，将其作品中的元素注入家居用品的设计中，向消费者传播活泼、快乐、充满童趣的生活态度。罗莱KI...详情>>,5944,上海黄浦区
家纺家饰,家纺家饰,家纺寝饰,凡人居,上海凡人居纺织品有限公司,上海凡人居纺织品有限公司，是一家集“研发、生产、销售”为一体的床上用品的生产企业，始建2002年1月。经过多年来的发展，凡人居以其强大的生产能力、卓越的价格性能比、广泛而畅通...详情>>,2471,江苏南通
家纺家饰,家纺家饰,家纺寝饰,MANITO,MANITO-曼尼陀（上海）贸易有限公司,生而不凡——蚕丝生活家MANITO“MANITO”本意是北美原住民所信仰的“自然神”，是自然和神力的代表。MANITO家纺品牌在这一内涵上延展出了追求自然、崇尚天然的境界。以蚕丝专家的身份...详情>>,263,上海黄浦区
家纺家饰,家纺家饰,家纺寝饰,MAK（魅可）,美国MAK（魅可）家用纺织品有限公司,AMERICA MAK HOME TEXTILES CORPORATION：企业宗旨：实用、时尚、品质、大众共享企业愿景：成为世界最爱欢迎的家纺品牌企业精神：务实、诚信、博爱MAK作为make的缩写形式，含有“创造...详情>>,4089,上海闸北区
家纺家饰,家纺家饰,毛巾,内野UCHINO,上海内野毛巾有限公司,"上海内野毛巾有限公司 上海内野毛巾有限公司由日本内野株式会社于1993年创建，公司占地71,550平方米，是一家拥有从纺纱、织造、印花、绣花、纺织到缝制一条龙生产线的专业公司。 　　...详情>>",2.4万,上海嘉定区
家纺家饰,家纺家饰,毛巾,欧林雅on you,长沙欧林雅家纺有限责任公司,湖南欧林雅服饰有限责任公司成立于2006年，是一家集产品研发、生产、营销与招商于一体的综合性企业。多年来一直秉承着“以诚信打天下，以质量守天下，以创新赢天下”的经营理念，在董...详情>>,4502,湖南长沙
家纺家饰,家纺家饰,家纺寝饰,杜邦家纺,美国杜邦家纺有限公司,台州杜邦家纺有限公司由美国杜邦家纺有限公司授权唯一在中国地区生产销售的企业，多年来专注家纺产品的品牌建构和运营，积淀了丰富的品牌建设和营销经验。旗下品牌 作为时尚休闲的床...详情>>,3204,浙江台州
家纺家饰,家纺家饰,家居饰品,dromGalaxy筑梦美学,形际实业（上海）有限公司,dromGalaxy筑梦美学是由中国服饰行业领军企业拉夏贝尔集团于2016年投资成立的控股子公司。旗下打造的drmGalaxy（筑梦美学）生活美学家居品牌，旨在满足消费升级所带来的巨大消费需求...详情>>,504,上海长宁区
家纺家饰,家纺家饰,家纺寝饰,博洋家纺,宁波博洋（集团）股份有限公司,宁波博洋（集团）股份有限公司是一家有十家分公司、八家分厂，涉及多种门类、跨行业的综合型集团公司。公司拥有“大炮家纺系列”、“博洋家纺”、“唐狮休闲服饰”、“达俊西裤”等著...详情>>,7.1万,浙江
家纺家饰,家纺家饰,家居饰品,PurCotton全棉时代,深圳全棉时代科技有限公司,深圳全棉时代科技有限公司（以下简称全棉时代）成立于2009年，是稳健医疗集团旗下的全资子公司之一。全棉时代依靠稳健医疗集团对棉织品近二十年的科学钻研，凭借自身的专业技术，独创...详情>>,1.1万,广东
家纺家饰,家纺家饰,家纺寝饰,LUOLAI KIDS罗莱儿童家纺,上海罗莱家用纺织品有限公司,"LUOLAI KIDS罗莱儿童作为专业儿童家纺的领跑者,在传承罗莱品牌一如既往的卓越品质和精湛工艺的基础上，通过欧式童真的国际化风格,为中国儿童带来安全舒适的睡眠体验和乐趣梦幻的生活...详情>>",663,上海闵行区
家纺家饰,家纺家饰,家纺寝饰,梦兰家纺,江苏梦兰家纺集团公司,江苏梦兰家纺集团以专业生产床上用品为主，始建于七十年代初，经过三十年的艰苦奋斗，创出了梦兰&mdash;&mdash;中国家纺行业第一个驰名商标，并且在同行业第一个被命名为全国...详情>>,2.1万,江苏苏州
家纺家饰,家纺家饰,窗帘布艺,帘到家,海宁市众越电子商务有限公司,帘到家——中国首个品牌窗帘O2O模式平台    坚持以人为本的理念， 致力于创新窗帘行业发展，现有线上线下的复合型销售渠道包含多平台整合模式，充分利用电商的集群高效规模定向等优势...详情>>,179,浙江
家纺家饰,家纺家饰,家纺寝饰,堂皇家纺,江苏堂皇集团有限公司,堂皇家纺成立于1986年，是国内最早从事家用纺织品设计制造的企业之一，中国家纺行业协会副会长单位，国家行业规范的主要起草者。 2002年被国家质监总局评为 “中国名牌”称号，2004年...详情>>,4.6万,江苏
家纺家饰,家纺家饰,家纺寝饰,罗莱家纺,上海罗莱家用纺织品有限公司,罗莱家纺成立于1992年6月，是目前国内家用纺织品研发、生产、销售的龙头企业，拥有3000多家连锁店，市场遍及全国32个省市自治区和直辖市。2004年以来，罗莱在产品研发、渠道拓展、品...详情>>,8.7万,上海黄浦区
家纺家饰,家纺家饰,家纺寝饰,水星,上海水星家用纺织品有限公司,水星家纺座落于远东第一城市，梦幻之都－上海。　　 水星家纺 人凝聚了十六年的心血与努力成就了今天的辉煌。　　恢弘的 水星家纺 工业园区拥有一流的生产环境，2，000名优秀的员工团...详情>>,5.9万,上海
家纺家饰,家纺家饰,家纺寝饰,TAIHI泰嗨,广州茗品苑贸易有限公司,TAIHI泰嗨乳胶寝具品牌始创于2005年泰国曼谷，由泰国THAIHI公司与泰国上市乳胶公司共同打造的高端乳胶寝具品牌，于2014年，成功跻身泰国前列的知名高端乳胶寝具品牌，2015年正式进驻...详情>>,137,广东广州
家纺家饰,家纺家饰,家纺寝饰,兰芙家纺,上海兰芙纺织科技有限公司,兰芙家纺是一家专业经营成品四件套，集研发、设计、生产、销售于一体的纺织品企业，以ODM为经营模式并已形成自己独特风格的家纺企业。战略定位：国内著名的、专业的优质家纺印花套件...详情>>,792,江苏南通
家纺家饰,家纺家饰,家纺寝饰,艾莱依家纺,浙江艾莱依家纺有限公司,艾莱依，一个始创于1997年底的民营品牌，她以羽绒服为核心产品，凭借明确的市场定位，过硬的品质、超前的设计以及独特的企业文化，相继获得“浙江省著名商标”、“国家免检产品”、“...详情>>,1.8万,上海普陀区
家纺家饰,家纺家饰,家居饰品,树德生活馆,广州树德科技股份有限公司,树德生活馆创立于1999年，前身为中国高端文具专业供应商，获“中国文具十大品牌”、“中国出口名牌”、“广东知识产权优势企业”、“广东省名牌”；销售网络遍及100多个国家及地区。...详情>>,266,广东广州
家纺家饰,家纺家饰,家纺寝饰,紫罗兰家纺,南通紫罗兰卧室用品有限公司,江苏南通是清末状元，实业家张蹇的故乡，是中国传统的纺织基地，最早对外开放的沿海十四个城市之一，位于东方明珠上海的两翼，是一座风光旋旎的江海城市。全国近50%的床上用品来自于...详情>>,1.9万,江苏南京
家纺家饰,家纺家饰,家纺寝饰,careseen康尔馨,江苏康尔馨电子商务有限公司,careseen康尔馨五星级酒店布草家纺专注五星级酒店布草23年，家纺产品自然承载了五星级格调气质。康尔馨人倾注了全部的热情，以匠心做家纺。使用户无论在五星级酒店还是在家庭生活中，...详情>>,210,江苏淮安
家纺家饰,家纺家饰,家纺寝饰,恒安兴布草,深圳恒安兴布草销售公司,恒安兴布草品牌始创于2001年，是一家综合性的酒店专用布草（纺织品）制造商，主要生产酒店专用的客房和餐饮布草产品及广告礼品。我公司的布草产品（酒店专用纺织品）中，客房布草类主...详情>>,192,广东深圳
家纺家饰,家纺家饰,家纺寝饰,雅高布草,南通雅高纺织有限公司,"雅高布草:2002年至今,雅高集团一直秉承高端路线，通过十多年的开拓与创新，雅高已经成为洲际酒店集团，万达酒店集团，豪生酒店集团，维景酒店集团，雅阁酒店集团，桔子酒店集团，御庭...详情>>",242,江苏南通
家纺家饰,家纺家饰,家纺寝饰,红金顶布草,江苏红金顶织造有限公司,红金顶布草：红金顶企业创建于1996年，旗下全资企业有:新疆红金顶工业科技开发有限公司，乌鲁木齐金顶通实业有限公司、新疆龙虎农业发展有限公司、乌鲁木齐金航酒店用品厂、上海凯英...详情>>,185,江苏南通
家纺家饰,家纺家饰,家纺寝饰,canasin康乃馨,江苏康乃馨织造有限公司,canasin康乃馨专注五星级酒店布草22年，凭借优异的产品和服务，成为国内外高端酒店集团及旗下品牌推荐供应商，国内外合作酒店4000余家。康尔馨家纺自然承载了五星级格调气质，以匠心...详情>>,172,江苏淮安
家纺家饰,家纺家饰,家居饰品,herbhill生活馆,上海禾泊秀化妆品有限公司,herbhill生活馆将自然主义由护肤领域延伸至更多生活领域，品牌倡导“美而有趣的生活方式”。希望herbhill的每一件精致小物，都能为你的家增添一份舒适与时尚，为生活带来一些美而有趣...详情>>,386,上海普陀区
家纺家饰,集合店,集合店家居饰品,Meet the beauty美丽约会,浙江米蔻实业有限公司,Meet the beauty美丽约会是由米蔻实业和英国AOKBEAUK公司联合打造的追求绿色健康生活的家居百货品牌，AOKBEAUK设计公司在英国专业饰品设计，多次荣获国际大奖，公司以舒适愉悦、绿色...详情>>,801,浙江金华
家纺家饰,家纺家饰,家纺寝饰,梦洁家纺,湖南梦洁家纺有限公司,梦洁家纺Mendale， 1956年创立公司， 2010年在深圳证券交易所中小板成功上市。　　半个多世纪以来，梦洁着眼于实践全球爱家人的优质家居梦想，以“爱在家庭”为目标、“品格第一”为...详情>>,8.9万,湖南
家纺家饰,家纺家饰,家居饰品,荻康[DESCAMPS],厦门广懋国际有限公司,在JALLA.BERA和DESCAMPS三家公司合并之后，DESCAMPS集团现已成为引领法国市场潮流的公司之一，该集团拥有约1100名雇员，并在全法国设有5个生产基地，该集团是欧洲家用纺织业首屈一指...详情>>,2117,福建厦门
家纺家饰,家纺家饰,家纺寝饰,英国蒂纪软装,北京欣雅达家居用品有限公司,1970年，DESIGNERS GUILD已经进入世界著名的生活家居名品行列。DESIGNERS GUILD的设计层面包括家具面料用布、壁纸、床上用品、家具、涂料、家居饰品等。DG的旗舰店和展厅在伦敦的国王...详情>>,295,北京朝阳区
家纺家饰,家纺家饰,家纺寝饰,BLANC HOME白禾生活馆,宁波白禾品牌管理有限公司,白禾，2015年诞生于台北旧市场咖啡馆的一次小聚，是一个由大陆、台湾、新加坡设计师联合全球顶级OEM织造企业共同打造的生活方式品牌。品牌主理团队主张回归生活本质，希望通过简单设...详情>>,2469,浙江宁波
家纺家饰,家纺家饰,家纺寝饰,梦洁宝贝M·J Baby,湖南梦洁家纺股份有限公司梦洁宝贝事业部,MJBABY，中文名：梦洁宝贝，是梦洁品牌体系中的重要组成部分，属梦洁集团下属子品牌；梦洁宝贝家纺是上市企业梦洁旗下品牌之一，梦洁宝贝通过十多年的培育和发展，已经成为品类较全，...详情>>,3012,湖南
家纺家饰,家纺家饰,家纺寝饰,多喜爱,湖南多喜爱家饰用品有限公司,多喜爱（DOHIA）家饰用品有限公司系1999年成立的一家集生产、设计、营销为一体的中外合资企业。其注册品牌“多喜爱（DOHIA）”已在中国市场享有广泛的知名度和美誉度。其“完全时尚家...详情>>,3.7万,广东深圳
家纺家饰,家纺家饰,家居饰品,朴坊,福建省朴坊生活连锁机构,朴坊连锁机构创建于二000年，是一家集产品开发、代理、零售、贸易为一体，产品 包含家居生活用品、个性饰物、节日礼品等十三大类近6000多种的连锁企业。 在朴坊聚集了一群不同个性、...详情>>,2.1万,福建福州
家纺家饰,家纺家饰,家纺寝饰,淑女屋bed,深圳市淑女屋时装股份有限公司,淑女屋bed品牌故事 她柔软 细腻 舒适 温暖她优雅 亲切 有贵族般的气质  她轻轻抚摸你的肌肤 带来丝绸般的感受她只用纯棉 纯丝 纯羊毛她喜欢蕾丝花边 她喜欢丝绸缎带 她更喜欢精致的提...详情>>,1779,广东深圳
家纺家饰,家纺家饰,家纺寝饰,ESPRIT home,上海恐龙纺织装饰品有限公司,ESPRIT home 在中国推出的每一款新的床品都是与欧洲的最新款式同步上市的，让消费者轻轻松松就可与世界流行同步。其设计创想把色彩这个元素玩到了登峰造极的程度，并不断地融合东方文...详情>>,1.4万,上海其他
家纺家饰,家纺家饰,家居饰品,共禾京品,上海铮峰实业有限公司,共禾京品将平价的快时尚设计用最好玩的方式呈现给你，我们相信中国久远的制造历史和技术应该被发扬光大，家居生活应该要融入当地文化；我们深信共禾京品的一站式服务将带给你不同体验...详情>>,686,上海静安区
家纺家饰,家纺家饰,家纺寝饰,惠谊,上海惠谊纺织装饰有限公司,惠谊家纺创始于1995年的上海，惠谊家纺一直以精致优雅为基调，以“海派经典”作为品牌定位，剪辑珍藏永恒的海派风格的生活方式。其中法式高贵典雅遭遇东方温婉细腻，这两种不同来源的...详情>>,5113,上海普陀区
家纺家饰,家纺家饰,家纺寝饰,莱芙,上海生活家纺有限公司,莱芙家纺是生产和经销家用纺织品全国性连锁企业，在全国多个大中城市设有连锁专营... 上海生活家纺有限公司始建于1996年，是一家集先进的研发设计中心、现代化的生产基地、健全的营销...详情>>,4922,上海宝山区
家纺家饰,家纺家饰,家纺寝饰,黛菲妮,黛菲妮寝饰用品集团有限公司,黛菲妮寝饰用品集团有限公司总部位于中国上海，成立于2003年4月19日，生产基地位于世界第三大、国内最大的家纺生产基地，毗邻中国国际家纺城，工厂建筑面积50000余平方米，现拥有各类...详情>>,1796,江苏南通
家纺家饰,家纺家饰,家纺寝饰,南方寝饰,温州南方寝饰用品有限公司,"南方寝饰始创于1992年，是国内最早从事家用纺织品设计制造的企业之一。凭着对家纺行业的激情、感悟和长期不懈的努力,从区域品牌快速成长为全国一流的家纺品牌,成为家纺行业的中最具影...详情>>",7万,浙江温州
家纺家饰,家纺家饰,家纺寝饰,SLOWOSOPHY,杭州山所家居用品有限公司,SLOWOSOPHY是时尚生活方式品牌，2015年创立于伦敦。Slowosophy为那些追求美，品质和具有独立人格的精英而创立，用充满激情和想象的方式，重新定义和思考生活的本质。Slowosophy的所作...详情>>,455,浙江杭州
家纺家饰,家纺家饰,家纺寝饰,noidinotte,noidinotte意大利居家服中国总代理,noidinotte是来自意大利的时尚家居品牌，提供舒适而又摩登的睡衣产品。品牌独特的设计理念 “不只是睡衣”，将时尚的设计元素与舒适的睡衣面料结合，打造时尚可外穿家居服饰。不管是...详情>>,348,上海静安区
家纺家饰,家纺家饰,家纺寝饰,lexington,北京鼎尚利亨贸易有限公司,"北京鼎尚利亨贸易有限公司是国际一线家居品牌lexington中国区总代理商，,北京鼎尚利亨贸易有限公司主要经营lexington国际一流的家居品牌，民营性质的企业。店铺主要分布在国贸、燕莎...详情>>",7850,北京朝阳区
家纺家饰,家纺家饰,家纺寝饰,恒源祥,上海恒源祥家用纺织品有限公司,上海恒源祥家用纺织品有限公司用年青的心构筑起恒源祥家用纺织品有限公司独特而富有喻意的家文化，让这些手法各异的家字，充斥着每一个角落，用我们的激情渲染所有的心：与我同行的是...详情>>,1.5万,上海黄浦区
家纺家饰,集合店,集合店家居饰品,Roundabout,杭州麦和文具礼品有限公司,Roundabout，中文名：圆环，一家轻奢生活类集合店！Roundabout是一家有年轻设计师创立的家居生活品牌，拥有自己的资深设计团队和产品开发工厂，每一季都会根据时尚趋势设计、研发新的...详情>>,1823,浙江杭州
家纺家饰,集合店,集合店家居饰品,USUPSO优宿优品,广州优宿贸易有限公司,“简约、自然、品质感”，国际知名休闲品牌——USUPSO优宿优品倡导的优质生活理念，引领了中国零售业“优品消费”的潮流，为实体零售注入了新鲜血液。在华一经面世，便受到消费者与业...详情>>,2496,广东广州
家纺家饰,家纺家饰,家居饰品,VOLUSPA,北京芳品怡香商贸有限公司,Voluspa香氛品牌:寒冷的冬日，莹莹烛光伴着缕缕芬芳，洋溢着温暖而幸福的气氛，迎接辛苦一天回家的你。弥漫整个居室的芳香，能为空间注入情绪，让人从中找到归属。每个家都该有属于自...详情>>,620,北京东城区
家纺家饰,家纺家饰,家居饰品,SCENT BOUTIQUE,北京芳品怡香商贸有限公司,作为新奢侈主义名品家居香氛集合店，Scent Boutique集结了十余个全球知名的高端品牌，包括Illume、WoodWick、Voluspa、Tom Dixon、Ecoya、Linari等。此次Scent Boutique Pop-up Store...详情>>,623,北京东城区
家纺家饰,家纺家饰,家居饰品,浪漫满屋,韩美国际家居用品（北京）有限公司,浪漫满屋欧韩整体家居家饰汇馆，创意源自欧美和韩国，属潮流模式、畅销品牌，2014年全面入驻中国市场。　　浪漫满屋运营总部是韩美国际家居用品（北京）有限公司，坐落首都北京西城区...详情>>,456,广东
家纺家饰,家纺家饰,家纺寝饰,寐.MINE,湖南寐家居科技有限公司,湖南寐家居科技有限公司成立于2005年，以打造中国的国际品牌为终极目标；立志用创造艺术的激情将更个性化的产品和服务呈现给所有爱寐的人，并将时尚、简约的家居文化传播给更多的家庭...详情>>,2621,湖南长沙
家纺家饰,家纺家饰,家居饰品,COVETBLAN,奇安科国际贸易(宁波)有限公司,COVETBLAN为Thursday Island旗下的Life style品牌，可以让我们真切地接触到感性的COVETBLAN！Thursday Island是韩国一年轻的休闲品牌，其名称来源于1789年英国军舰在澳大利亚东北部海...详情>>,368,浙江杭州
家纺家饰,家纺家饰,家居饰品,瑞跃,温州市瑞跃木艺有限公司,温州市瑞跃木艺有限公司采用珍贵的黄杨木作为雕刻材料，传承发扬非物质文化遗产业为中心，以创意设计表达文化作品为方法，使传统工艺美术和现代文化相结合，构思独特，作品由天然根意...详情>>,284,浙江温州
家纺家饰,家纺家饰,家居饰品,大汉窑,永典瓷业（上海）有限公司,缓缓推开北京故宫厚重的大门，小心翼翼地走在巍峨壮丽的宫殿大道上，几千年中华文明的结晶，几千年文化底蕴的沉淀，让人心中犹然升起一种庄严神圣的感觉。在这里，珍藏着令中华民族骄...详情>>,233,上海松江区
家纺家饰,家纺家饰,家居饰品,张同禄景泰蓝,北京禄展铭盛文化发展有限责任公司,北京禄展铭盛文化发展有限责任公司是从事景泰蓝工艺传承和发扬的传统文化性公司，景泰蓝是北京独有的“铜胎掐丝珐琅”皇家传统工艺，本公司是集设计、研发、制作、经营景泰蓝工艺品与...详情>>,214,北京东城区
家纺家饰,集合店,集合店家居饰品,Like Box,维和斯服饰商贸（上海）有限公司,Like Box杂货集合店：这是一只奇妙的盒子——是拥有近80年历史，秉承匠人精神的日本品牌art manuel织造的一个家。我们居住的地方就像一个大盒子，而我们都是盒子里的人，每个人都有着...详情>>,1116,上海长宁区
家纺家饰,家纺家饰,家纺寝饰,北天鹅家纺,浙江北天鹅股份有限公司,浙江北天鹅股份坐落于浙江杭州，美丽的西子湖孕育了北天鹅家纺梦幻般轻盈、纯美的生活姿态。北天鹅拥有20余年的专业服装和家纺制造实力，产品广泛出口欧美等高端市场。其系列产品相继...详情>>,3741,浙江杭州
家纺家饰,内衣品牌,家居服,Yalu&Freedom;（雅鹿自由自在）,无锡自然家居针纺织品有限公司,Yalu&Freedom雅鹿自由自在家居服家纺品牌：Yalu&Freedom雅鹿自由自系苏州雅鹿控股股份有限公司旗下家纺家居服品牌，由旗下子公司无锡自然家居针纺织品有限公司生产经营。公司...详情>>,761,江苏无锡
家纺家饰,家纺家饰,家居饰品,吾之私享,杭州吾之私享文化有限公司,吾之私享——中国新文化艺术生活品牌吾之私享是对追求健康、轻松、乐活、坚持自我生活方式的人的表达，是中国新文化艺术生活品牌，吾之私享运营总部设立在中国杭州，公司主营生活家居...详情>>,417,浙江杭州
家纺家饰,家纺家饰,家纺寝饰,Saint Marc尚玛可,上海罗莱家用纺织品有限公司,Saint Marc引领时尚家居风暴 法国拥有悠久的历史、灿烂的文化，紧邻地中海，充满着活力、阳光和热情。闻名全球的法国香水和时装是每个爱美女性的追求；诱人的法国大餐、醉人的葡萄酒...详情>>,1.1万,上海黄浦区
家纺家饰,家纺家饰,毛巾,ABYSS爱比丝,北京东易日盛有限公司,"俗话说得好,需要乃发明之母,正因为基于为世界创造更美好更舒适的产品,公司的奠基人创立了爱比丝、爱比德科公司. Abyss / Habidecor 爱比丝、爱比德科公司创建于1979年，在欧洲的制造...详情>>",4494,北京朝阳区
家纺家饰,家纺家饰,家纺寝饰,如鱼得水,杭州如鱼得水家用纺织品有限公司,【如鱼得水窗帘精品】是业界最早导入全国加盟连锁零库存销售完整体系。零星订单、标准化流水线生产，成品快捷供给模式的开创者。努力做到像服装、床上用品等知名品牌一样的品质和包装...详情>>,4617,浙江杭州
家纺家饰,家纺家饰,家居饰品,希莉娜,东莞贤林(希莉娜)灯饰有限公司,希莉娜灯饰是由始创于年1969年的台湾贤林集团所投资；于年设立于广东省东莞市大朗镇，是一家独立设计、开发、生产制造，资本核算，网络销售的专业灯饰制造工厂。开厂至今，工厂着力推...详情>>,3876,广东东莞
家纺家饰,家纺家饰,家纺寝饰,SOHO苏豪,上海苏豪时尚纺织有限公司,江苏苏豪国际集团股份有限公司（原江苏省丝绸进出口集团股份有限公司）创建于1979年，是中国最大的蚕丝绸贸易产业集团公司之一，经营规模、出口创汇、经济效益一直居全国丝绸行业前列...详情>>,2283,上海浦东新区
家纺家饰,家纺家饰,家纺寝饰,SHERIDAN喜来登家纺,澳大利亚喜来登中国总代理：罗莱家纺有限公司,"1940--1959 Sheridan喜来登公司和它拥有的品牌 &mdash;Sheridan, Actil, Contempo在澳大利亚超过60年的家用品制造历史中，占有举足轻重的地位。六十年间， Sheridan公司通过营造...详情>>",4.5万,上海黄浦区
家纺家饰,家纺家饰,家居饰品,GINGER,泰国清迈金吉时尚有限公司,GINGER家居：北欧风与民族风的碰撞GINGER，是丹麦设计师Hans于2003年在泰国清迈创立的生活方式品牌。 北欧设计与东方文化的碰撞、无所畏惧的色彩使用及坚持手工制作的热爱生命，追求...详情>>,609,海外
家纺家饰,家纺家饰,家居饰品,iGrow,杭州宅耕农业科技有限公司,iGrow不仅以智能技术重新定义农业种植的概念，而且产品生态、美观，创新的应用令传统的室内种植也充满科技感。室内无土种植开山之作：iGrow智能植物生长机。iGrow应该是一个自动控制...详情>>,361,浙江杭州
家纺家饰,家纺家饰,家纺寝饰,宽庭Kuan’s Living,眼界（上海）家纺有限公司,宽庭Kuan&rsquo;s Living 为意大利米兰从事高级订制寝具设计与生产的亚洲公司；同时并获世界知名品牌Emanuel Ungaro高度肯定，受邀于意大利负责设计、生产时尚寝具；2004年宽庭更...详情>>,1.7万,上海普陀区
家纺家饰,家纺家饰,家居饰品,好心艺,东莞市好心艺家居饰品有限公司,东莞市好心艺家居饰品有限公司位于东莞市黄江镇，专注经营原创设计的新奇特电话机、灯饰、时钟、相框、壁饰、摆件等家居饰品及礼品。具备多项外观专利，实用新型专利和发明专利。　　...详情>>,248,广东东莞
家纺家饰,家纺家饰,家纺寝饰,黄古林,宁波黄古林工艺品有限公司,黄古林凉席：黄古林草席是浙江省的汉族传统手工艺品。据明代宝庆《四明志》记载，早在1200多年前的唐朝，古林草席已作为特产远销外地。至宋代，草席生产已具相当规模，古林成为全国草...详情>>,264,浙江宁波
家纺家饰,家纺家饰,家纺寝饰,ESTEEM宜庭,宜庭家纺有限公司,宜庭家纺，成立于1988年，专业从事床上用品设计开发、规模生产与品牌营销，尤其专注于羽绒类床品，产销规模在全球同行业中位居前三强。2008年以前，公司产品主要行销欧、美市场。旗下...详情>>,1.2万,上海黄浦区
家纺家饰,家纺家饰,窗帘布艺,华达布艺,山东华达布艺有限公司,华达布艺以完美的性价比，高大的企业形象，一心一意为家居行业为社会做贡献。提供更优秀的家居产品，此次家居新品盛会将为您开启2016年家居文化之旅——创意，让生活更美好。山东华达...详情>>,216,山东淄博
家纺家饰,家纺家饰,家纺寝饰,嘉婓莱JAHVERY,上海嘉唯实业发展有限公司,源于芬兰的高端床品JAHVERY高调进驻中国！JAHVERY家纺上海嘉唯实业发展有限公司成立于2008年，品牌运营总部位于上海漕河泾工业园。公司是一家集设计、生产、销售JAHVERY高端家纺品牌...详情>>,1703,上海松江区
家纺家饰,家纺家饰,家纺寝饰,伊人岛,上海伊人岛家用纺织品有限公司,上海伊人岛纺织品有限公司隶属江苏大岛集团，是一家专业从事床上用品及其配套系列的知名企业。公司是集研发、生产、销售为一体，致力于营造健康家居环境的现代化企业，主要产品有床罩...详情>>,3088,江苏南通
家纺家饰,家纺家饰,家纺寝饰,樱花家纺,山东樱花纺织集团公司,"山东樱花纺织集团公司,是现代化棉纺织企业，拥有环锭纺22万枚，喷气织机500台，有梭织机800台，资产总额10亿元，拥有控股、参股子公司11个，经营纱、布、服装、纺织化工、家纺制品、...详情>>",1549,山东济宁
家纺家饰,家纺家饰,家居饰品,大名堂,深圳市大名堂家居发展有限公司,深圳市大名堂家居发展有限公司成立时既以现代家居文化为发展出路，产品设计研发坚持现代家居文化，整体风格向家居艺术生活化发展，逐渐形成特有的家居文化时尚风格。　　“小饰品、大...详情>>,268,广东深圳
家纺家饰,家纺家饰,家居饰品,异洲饰家,深圳市异洲饰家发展有限公司,深圳市异洲饰家发展有限公司创建于2002年。在经历了近十年的发展后，逐步形成了以引入异国风情并加入中国元素的自主研发为主的全系列家饰产品。公司下辖品牌：异洲饰家、菲艾艺品、安...详情>>,246,广东深圳
家纺家饰,家纺家饰,家居饰品,屋美屋,义乌市屋美屋工艺品有限公司,屋美屋陶艺是陶器工艺品、陶瓷摆件、陶瓷花瓶、陶瓷动物、纯手工工艺品、家居装饰品、软装工艺品、礼品等产品专业生产加工。拥有完整、科学的质量管理体系。屋美屋陶艺的诚信、实力和...详情>>,216,浙江金华
家纺家饰,家纺家饰,窗帘布艺,瀚林家居,瀚林家居饰品有限公司,"在当时家居配饰市场还是很模糊的时期,瀚林家居配饰已拥有专业的家居配饰知识,凭着争做“重庆家居饰品第一名”的经营理念,开创了国内较早的家居饰品专业配饰有限公司。　　随着人们的...详情>>",177,重庆渝中区
家纺家饰,家纺家饰,家居饰品,Maysnow梅纳雪,北京梅纳雪家居饰品有限公司,梅纳雪是2006年在北京诞生的时尚生活品牌。　　梅纳雪，英文为Maysnow，意为五月雪。五月雪是让人意想不到的，就像梅纳雪的产品一样不断带给人们新生活方式的体验。　　梅纳雪想要告...详情>>,222,北京朝阳区
