goods_id	newin_date
1ZY1012310920	1月30日
1ZY1012410018	1月30日
1ZY1012410180	1月30日
1ZY1012410620	1月30日
1ZY1012660010	1月30日
1ZY1012660090	1月30日
1ZY1022340620	1月30日
1ZY1022340650	1月30日
1ZY1022390010	1月30日
1ZY1022390090	1月30日
1ZY1031690950	1月30日
1ZY1031820090	1月30日
1ZY1031820510	1月30日
1ZY1040330013	1月30日
1ZY1070690025	1月30日
1ZY1070990090	1月30日
1ZY1072520610	1月30日
1ZY1080400013	1月30日
1ZY1080580090	1月30日
1ZY1081320090	1月30日
1ZY1083520010	1月30日
1ZY1083520090	1月30日
1ZY1012820090	1月30日
1ZY1020880010	1月30日
1ZY1020880090	1月30日
1ZY1022330018	1月30日
1ZY1022330090	1月30日
1ZY1022330180	1月30日
1ZY1023110018	1月30日
1ZY1023110410	1月30日
1ZY1070690090	1月30日
1ZY1080340090	1月30日
1ZY1082610610	1月30日
1ZY1031450010	1月30日
1ZY1031450180	1月30日
1ZY1031450410	1月30日
1ZY1042480610	1月30日
1ZY1080580410	1月30日
1ZZ1086960090	1月23日
1ZZ1018510180	1月23日
1ZZ1018510600	1月23日
1ZZ1018880530	1月23日
1ZZ1018970090	1月23日
1ZZ1018970888	1月23日
1ZZ1028120018	1月23日
1ZZ1028120090	1月23日
1ZZ1028120180	1月23日
1ZZ1028220018	1月23日
1ZZ1028220025	1月23日
1ZZ1028220090	1月23日
1ZZ1028250018	1月23日
1ZZ1028250180	1月23日
1ZZ1028250760	1月23日
1ZZ1038060018	1月23日
1ZZ1038060090	1月23日
1ZZ1038060180	1月23日
1ZZ1038690090	1月23日
1ZZ1038690119	1月23日
1ZZ1039190090	1月23日
1ZZ1039190180	1月23日
1ZZ1039270090	1月23日
1ZZ1039270120	1月23日
1ZZ1039270180	1月23日
1ZZ1039270410	1月23日
1ZZ1039300090	1月23日
1ZZ1039300180	1月23日
1ZZ1049390018	1月23日
1ZZ1049390090	1月23日
1ZZ1049410181	1月23日
1ZZ1049410610	1月23日
1ZZ1049690018	1月23日
1ZZ1049690030	1月23日
1ZZ1059080010	1月23日
1ZZ1059080090	1月23日
1ZZ1059080180	1月23日
1ZZ1069070090	1月23日
1ZZ1069070530	1月23日
1ZZ1069200610	1月23日
1ZZ1069500610	1月23日
1ZZ1069630610	1月23日
1ZZ1078570610	1月23日
1ZZ1078730181	1月23日
1ZZ1078730610	1月23日
1ZZ1079760018	1月23日
1ZZ1079760030	1月23日
1ZZ1088620018	1月23日
1ZZ1088620090	1月23日
1ZZ1088770120	1月23日
1ZZ1088770650	1月23日
1ZZ1088990018	1月23日
1ZZ1088990090	1月23日
1ZZ1029940018	1月23日
1ZZ1029940090	1月23日
1ZZ1029940120	1月23日
1ZZ1078040610	1月23日
1ZZ1078070690	1月23日
1ZZ1078040090	1月23日
1ZZ1016870090	1月23日
1ZZ1016870620	1月23日
1ZZ1016870888	1月23日
1ZZ1026520018	1月23日
1ZZ1026520650	1月23日
1ZZ1026520770	1月23日
1ZZ1026530018	1月23日
1ZZ1026530080	1月23日
1ZZ1026530090	1月23日
1ZZ1026580090	1月23日
1ZZ1026580710	1月23日
1ZZ1036740690	1月23日
1ZZ1036740880	1月23日
1ZZ1036750090	1月23日
1ZZ1036750180	1月23日
1ZZ1036780090	1月23日
1ZZ1036780620	1月23日
1ZZ1036780760	1月23日
1ZZ1066660090	1月23日
1ZZ1066690610	1月23日
1ZZ1067160710	1月23日
1ZZ1076880710	1月23日
1ZZ1077120120	1月23日
1ZZ1077120650	1月23日
1ZZ1086910018	1月23日
1ZZ1086910090	1月23日
1ZZ1016870780	1月23日
1ZZ1036750410	1月23日
1ZZ1036780510	1月23日
1ZZ1036740018	1月23日
1ZH1044630610	1月16日
1ZH1044850840	1月16日
1ZH1064570650	1月16日
1ZH1064570840	1月16日
