cat1_name,cat2_name,goods_name,skc_id,sale_price,origin_price,href,style,material,length,stereotype,img_src
T恤/衬衫,短袖T恤,烫钻纯棉圆领短袖T恤,3GC4020230090,￥399,￥399,/p/3GC4020230090.shtml,"烫钻式的字母有秩序地排列于前幅，点缀恰恰到位，闪亮却不耀眼；也刚好构成了英文Pleasure 和 AS USUAL,成为衣衫亮点，传达日常中的时尚乐趣；圆领的版型休闲大气，穿着轻便直接；纯棉的面料透气柔滑，营造舒适和柔软的上身体验；下装搭配直筒长裤，演绎运动活力的帅气大男孩",面料:棉100%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/d/3GC4020230090/3GC4020230090_m_1.jpg
T恤/衬衫,短袖T恤,烫钻纯棉圆领短袖T恤,3GC4020230000,￥399,￥399,/p/3GC4020230000.shtml,"烫钻式的字母有秩序地排列于前幅，点缀恰恰到位，闪亮却不耀眼；也刚好构成了英文Pleasure 和 AS USUAL,成为衣衫亮点，传达日常中的时尚乐趣；圆领的版型休闲大气，穿着轻便直接；纯棉的面料透气柔滑，营造舒适和柔软的上身体验；下装搭配直筒长裤，演绎运动活力的帅气大男孩",面料:棉100%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/d/3GC4020230000/3GC4020230000_m_1.jpg
T恤/衬衫,短袖T恤,字母棉质短袖圆领T恤,3GC4020280090,￥499,￥499,/p/3GC4020280090.shtml,"不拖泥带水的剪裁呈现了干净利落的轮廓；机灵可爱的狗狗于胸前生动立体，下面的英文字母似乎是它的宣言“从今往后，我就是潮流""，传达了强烈的时髦个性风范；整体的面料为棉料，带有透气轻薄的特点，营造出更舒适和柔软的上身体验；里面搭配条纹规整的高领长袖衣衫，焕发英姿飒爽的少年感；或是作为打底的内衬单品，真是实用百搭，值得入手",面料:棉100%(植绒除外)绣花线:聚酯纤维100%(装饰亮片及连接线除外),适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/d/3GC4020280090/3GC4020280090_m_1.jpg
T恤/衬衫,短袖T恤,字母棉质短袖圆领T恤,3GC4020280000,￥499,￥499,/p/3GC4020280000.shtml,"不拖泥带水的剪裁呈现了干净利落的轮廓；机灵可爱的狗狗于胸前生动立体，下面的英文字母似乎是它的宣言“从今往后，我就是潮流""，传达了强烈的时髦个性风范；整体的面料为棉料，带有透气轻薄的特点，营造出更舒适和柔软的上身体验；里面搭配条纹规整的高领长袖衣衫，焕发英姿飒爽的少年感；或是作为打底的内衬单品，真是实用百搭，值得入手",面料:棉100%(植绒除外)绣花线:聚酯纤维100%(装饰亮片及连接线除外),适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/d/3GC4020280000/3GC4020280000_m_1.jpg
T恤/衬衫,短袖T恤,时尚纯棉圆领短袖T恤,3GE3021850000,￥499,￥499,/p/3GE3021850000.shtml,纯粹的配色于全棉的衣料里，把舒适度和质感抬升了更高的台阶；在简约的基调上，戴帽子的神秘人物与其头上的雄鹰，别具冷酷帅气气质，个性英伦的未来感；搭配太阳眼镜，下身配以各式各样的裤装，轻轻松松打造时尚休闲的年轻街头造型,面料:棉100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GE3021850000/3GE3021850000_m_1.jpg
T恤/衬衫,短袖T恤,时尚纯棉圆领短袖T恤,3GE3021850090,￥499,￥499,/p/3GE3021850090.shtml,纯粹的配色于全棉的衣料里，把舒适度和质感抬升了更高的台阶；在简约的基调上，戴帽子的神秘人物与其头上的雄鹰，别具冷酷帅气气质，个性英伦的未来感；搭配太阳眼镜，下身配以各式各样的裤装，轻轻松松打造时尚休闲的年轻街头造型,面料:棉100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GE3021850090/3GE3021850090_m_1.jpg
T恤/衬衫,短袖T恤,休闲短袖圆领棉质T恤,3GE3022320090,￥599,￥599,/p/3GE3022320090.shtml,栩栩如生的老虎目光向前，无畏无具，坚定不移，别具英姿飒爽的气息；同时也暗示了自信帅气又硬朗的男子气概；棉质的面料给人营造一种舒适温暖的穿着体验；上配鸭舌帽，下身穿上纯色又个性的直筒裤或运动裤，随时随地演绎年轻自信的运动潮男,面料:棉83% 聚酯纤维17%网布:聚酯纤维100%绣花线:聚酯纤维100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GE3022320090/3GE3022320090_m_1.jpg
T恤/衬衫,短袖T恤,休闲短袖圆领棉质T恤,3GE3022320000,￥599,￥599,/p/3GE3022320000.shtml,栩栩如生的老虎目光向前，无畏无具，坚定不移，别具英姿飒爽的气息；同时也暗示了自信帅气又硬朗的男子气概；棉质的面料给人营造一种舒适温暖的穿着体验；上配鸭舌帽，下身穿上纯色又个性的直筒裤或运动裤，随时随地演绎年轻自信的运动潮男,面料:棉83% 聚酯纤维17%网布:聚酯纤维100%绣花线:聚酯纤维100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GE3022320000/3GE3022320000_m_1.jpg
T恤/衬衫,短袖T恤,宽松中长拼接短袖T恤,3GE3025150090,￥599,￥599,/p/3GE3025150090.shtml,衣衫侧边拉链拼接，并饰以铆钉，别具新意的设计充满创意，个性吸睛；玩味廓形艺术，落肩oversize轮廓设计，带来轻松时髦气息，范儿升级；中长衣长设计，提升休闲率性味道，更具时尚型格；主面料为纯棉，柔韧细洁，穿着舒适亲肤；与宽松阔腿裤、运动鞋混搭，造型时髦慵懒，帅气抢镜,面料:棉100%撞料:锦纶80.8% 氨纶19.2%罗纹:聚酯纤维96.2% 氨纶3.8%,中长,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GE3025150090/3GE3025150090_m_1.jpg
T恤/衬衫,短袖T恤,宽松中长拼接短袖T恤,3GE3025150000,￥599,￥599,/p/3GE3025150000.shtml,衣衫侧边拉链拼接，并饰以铆钉，别具新意的设计充满创意，个性吸睛；玩味廓形艺术，落肩oversize轮廓设计，带来轻松时髦气息，范儿升级；中长衣长设计，提升休闲率性味道，更具时尚型格；主面料为纯棉，柔韧细洁，穿着舒适亲肤；与宽松阔腿裤、运动鞋混搭，造型时髦慵懒，帅气抢镜,面料:棉100%撞料:锦纶80.8% 氨纶19.2%罗纹:聚酯纤维96.2% 氨纶3.8%,中长,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GE3025150000/3GE3025150000_m_1.jpg
T恤/衬衫,短袖T恤,印花字母宽松短袖T恤,3GC3020240000,￥599,￥599,/p/3GC3020240000.shtml,黑白色调大猫与城市街景印花，大面积点缀前幅，制造强烈视觉冲击效果，格外霸气抢镜；大字母以刺绣手法勾画，以立体肌理传递更多个性摩登气息；宽松落肩版型，迎合休闲氛围，更显轻松随意之感；精选纯棉面料打造，触手柔软细腻，贴身穿着舒适亲肤；与各式裤装混搭皆可，值得入手；碰撞印花九分裤、运动鞋、斜挎小包，通身街头风造型，展现青春且cool潮人形象,面料:棉100%里布:聚酯纤维100%绣线:聚酯纤维100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3020240000/3GC3020240000_m_1.jpg
T恤/衬衫,短袖T恤,字母数字纯棉短袖T恤,3GC3026750000,￥499,￥499,/p/3GC3026750000.shtml,具有运动气质的数字图案在本季依然走俏，结合立体毛巾绣手法，打造出新鲜视觉效果，潮流感加分；基础合体版型，毫无累赘，定格百搭实穿；纯棉面料打造，穿着舒适亲肤；个性图案单品，不管是纯色还是印花下装皆可轻松hold住，混搭出时髦潮人气场；加入运动鞋及斜挎小包，引入街头风气息，帅气升级,面料:棉100%绣花线:腈纶/聚酯纤维/锦纶网布:聚酯纤维100%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3026750000/3GC3026750000_m_1.jpg
T恤/衬衫,短袖T恤,字母人像宽松短袖T恤,3GI3025310530,￥699,￥699,/p/3GI3025310530.shtml,前后幅均印上夸张字母及人像，并以抢眼红色渲染，高调彰显复古且cool街头风艺术，波普潮流腔调尽显淋漓；宽松版型，定格休闲基调，演绎随性不羁Style；本就足够抢镜，简单搭配纯色百慕大短裤、运动鞋即可个性出挑；亦可尝试与同系列短裤搭配，一身精彩印花LOOK，时髦度飙升，让你轻松于人群中脱颖而出,面料:聚酯纤维100%罗纹:聚酯纤维92.6% 棉5.3% 氨纶2.1%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GI3025310530/3GI3025310530_m_1.jpg
T恤/衬衫,短袖T恤,印花字母宽松短袖T恤,3GC3020240090,￥599,￥599,/p/3GC3020240090.shtml,黑白色调大猫与城市街景印花，大面积点缀前幅，制造强烈视觉冲击效果，格外霸气抢镜；大字母以刺绣手法勾画，以立体肌理传递更多个性摩登气息；宽松落肩版型，迎合休闲氛围，更显轻松随意之感；精选纯棉面料打造，触手柔软细腻，贴身穿着舒适亲肤；与各式裤装混搭皆可，值得入手；碰撞印花九分裤、运动鞋、斜挎小包，通身街头风造型，展现青春且cool潮人形象,面料:棉100%里布:聚酯纤维100%绣线:聚酯纤维100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3020240090/3GC3020240090_m_1.jpg
T恤/衬衫,短袖T恤,短袖t恤男印花字母棉,3GC202838P090,￥299,￥299,/p/3GC202838P090.shtml,亮色渐变字母印花，成功引人注目，为简洁轮廓增添时髦趣味，个性加分；基础圆领版型，舍去繁饰，以简约风格设计凸显经典百搭特性；纯棉面料打造，拥有柔软细腻手感，穿着舒适亲肤；字母t恤，因其与生俱来的易穿特性，一直占据潮人衣橱一席之位，与任意下装混搭皆时尚；配以短裤或九分裤、低帮鞋，穿搭简洁干净，释放青春活力气息,面料:棉100%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/b/3GC202838P090/3GC202838P090_m_1.jpg
T恤/衬衫,短袖T恤,短袖t恤男印花字母棉,3GC202838P571,￥299,￥299,/p/3GC202838P571.shtml,亮色渐变字母印花，成功引人注目，为简洁轮廓增添时髦趣味，个性加分；基础圆领版型，舍去繁饰，以简约风格设计凸显经典百搭特性；纯棉面料打造，拥有柔软细腻手感，穿着舒适亲肤；字母t恤，因其与生俱来的易穿特性，一直占据潮人衣橱一席之位，与任意下装混搭皆时尚；配以短裤或九分裤、低帮鞋，穿搭简洁干净，释放青春活力气息,面料:棉100%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/b/3GC202838P571/3GC202838P571_m_1.jpg
T恤/衬衫,短袖T恤,短袖t恤男印花字母棉,3GC202838P000,￥299,￥299,/p/3GC202838P000.shtml,亮色渐变字母印花，成功引人注目，为简洁轮廓增添时髦趣味，个性加分；基础圆领版型，舍去繁饰，以简约风格设计凸显经典百搭特性；纯棉面料打造，拥有柔软细腻手感，穿着舒适亲肤；字母t恤，因其与生俱来的易穿特性，一直占据潮人衣橱一席之位，与任意下装混搭皆时尚；配以短裤或九分裤、低帮鞋，穿搭简洁干净，释放青春活力气息,面料:棉100%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/b/3GC202838P000/3GC202838P000_m_1.jpg
T恤/衬衫,短袖T恤,字母宽松圆领短袖T恤,3GI3025430090,￥499,￥499,/p/3GI3025430090.shtml,几何长方形小面积字母绣章，是本款点睛之笔，一点点装饰细节让休闲衣衫变得更个性时尚，拒绝过于单调；宽松轮廓剪裁，简洁流畅线条洋溢轻松潮流气息；面料柔软细腻，贴身穿着舒适亲肤透气；碰撞印花百慕大短裤，图案上下呼应，加入运动鞋及斜挎小包，繁简有度的穿搭，够chic够抢镜亦不过于喧嚣夸张；亦可作为内搭，与各式外套混搭皆适宜,面料:粘纤63% 锦纶32.3% 氨纶4.7%罗纹:聚酯纤维89.8% 棉5.9% 氨纶4.3%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GI3025430090/3GI3025430090_m_1.jpg
T恤/衬衫,短袖T恤,字母数字纯棉短袖T恤,3GC3026750090,￥499,￥499,/p/3GC3026750090.shtml,具有运动气质的数字图案在本季依然走俏，结合立体毛巾绣手法，打造出新鲜视觉效果，潮流感加分；基础合体版型，毫无累赘，定格百搭实穿；纯棉面料打造，穿着舒适亲肤；个性图案单品，不管是纯色还是印花下装皆可轻松hold住，混搭出时髦潮人气场；加入运动鞋及斜挎小包，引入街头风气息，帅气升级,面料:棉100%绣花线:腈纶/聚酯纤维/锦纶网布:聚酯纤维100%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3026750090/3GC3026750090_m_1.jpg
T恤/衬衫,短袖T恤,字母人像宽松短袖T恤,3GC3021200090,￥599,￥599,/p/3GC3021200090.shtml,“SUBCULTURE”和怪诞人像画作，轻松把设计风格定型，亚文化风格区别于主流文化，更能体现个人主张，契合TRE Boys年轻时尚追求；亮色拼接构筑几何图案，从前幅延伸至后幅，将衣衫装点格外摩登有型，个性加分；宽松轮廓剪裁，简洁流畅线条洋溢轻松潮流气息；主面料为纯棉，手感柔软，贴身穿着舒适透气亲肤；与休闲九分裤撞色混搭，加入运动鞋和渔夫帽，一身High-Street造型，回头率飙升,面料:棉100%撞料:聚酯纤维100%罗纹:锦纶100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3021200090/3GC3021200090_m_1.jpg
T恤/衬衫,短袖T恤,纯棉拼接宽松短袖T恤,3GC3021230090,￥499,￥499,/p/3GC3021230090.shtml,本款一大特色在于解构主义的运用，以同材质同颜色解构重组构筑廓形，低调却不乏现代摩登气息；玩味廓形艺术，落肩oversize轮廓设计，结合中长款长度，带来轻松时髦气息，范儿升级；纯棉面料打造，柔韧有自然光泽感，穿着舒适亲肤；百搭又时尚，与各式裤装皆可轻松混搭，值得入手；配以百慕大短裤、运动鞋、斜挎小包，瞬间营造青春的动感活力,面料:棉100%,中长,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3021230090/3GC3021230090_m_1.jpg
T恤/衬衫,短袖T恤,字母宽松纯棉短袖t恤,3GC3021460400,￥499,￥499,/p/3GC3021460400.shtml,前幅有趣字母印花，如同3D迷幻效果，让原本以简约著称的字母也变得不一般起来，更显个性新鲜；衣衫明线车缝，使得衣衫廓形更加立体，更添摩登新意；宽松落肩款式，迎合休闲基调，释放轻松随性之感；精选纯棉面料打造，穿着舒适亲肤；字母Tee，能与衣橱各式裤装混搭，不仅可单穿，内搭一样出彩，值得推荐；简单配以九分裤、运动鞋，一身活力造型，帅气减龄,面料:棉100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3021460400/3GC3021460400_m_1.jpg
T恤/衬衫,短袖T恤,字母天使翅膀短袖T恤,3GC3022630090,￥399,￥399,/p/3GC3022630090.shtml,一件拥有别致图案的T恤，可轻松助你在人群中脱颖而出，值得推荐；天使之翼和Slogan“Super Great”装点前幅，个性又显时髦；合体圆领恤衫，基础廓形设计，毫无累赘，尤显百搭实穿；精选优质面料，穿着舒适自在；出挑图案单品，与各式下装混搭皆可，内外穿皆适宜；与束脚九分裤、运动鞋搭配，构筑活力潮帅LOOK，减龄效果显著,面料:粘纤63% 锦纶32.3% 氨纶4.7%罗纹:聚酯纤维96.8% 氨纶3.2%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3022630090/3GC3022630090_m_1.jpg
T恤/衬衫,短袖T恤,字母印花撞色短袖t恤,3GC3022640000,￥399,￥399,/p/3GC3022640000.shtml,手写体大字母占据前幅，带出轻松随性味道，奠定休闲摩登基调；基础圆领套头廓形，线条设计毫无累赘，定格经典百搭；精选天丝面料打造，手感柔软有弹性，贴身穿着舒适自在；字母恤衫，不管单穿还是内搭皆出彩，为衣橱常备单品；配以百慕大短裤或束脚九分裤，加入运动鞋及斜挎小包，通身活力时尚造型，倍显帅气吸睛,面料:粘纤63.0% 锦纶32.3% 氨纶4.7%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3022640000/3GC3022640000_m_1.jpg
T恤/衬衫,短袖T恤,字母印花撞色短袖t恤,3GC3022640090,￥399,￥399,/p/3GC3022640090.shtml,手写体大字母占据前幅，带出轻松随性味道，奠定休闲摩登基调；基础圆领套头廓形，线条设计毫无累赘，定格经典百搭；精选天丝面料打造，手感柔软有弹性，贴身穿着舒适自在；字母恤衫，不管单穿还是内搭皆出彩，为衣橱常备单品；配以百慕大短裤或束脚九分裤，加入运动鞋及斜挎小包，通身活力时尚造型，倍显帅气吸睛,面料:粘纤63.0% 锦纶32.3% 氨纶4.7%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3022640090/3GC3022640090_m_1.jpg
T恤/衬衫,短袖T恤,字母印花撞色短袖t恤,3GC3022640120,￥399,￥399,/p/3GC3022640120.shtml,手写体大字母占据前幅，带出轻松随性味道，奠定休闲摩登基调；基础圆领套头廓形，线条设计毫无累赘，定格经典百搭；精选天丝面料打造，手感柔软有弹性，贴身穿着舒适自在；字母恤衫，不管单穿还是内搭皆出彩，为衣橱常备单品；配以百慕大短裤或束脚九分裤，加入运动鞋及斜挎小包，通身活力时尚造型，倍显帅气吸睛,面料:粘纤63.0% 锦纶32.3% 氨纶4.7%,适中,合体,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GC3022640120/3GC3022640120_m_1.jpg
T恤/衬衫,短袖T恤,印花宽松棉质短袖T恤,3GI3025010000,￥499,￥499,/p/3GI3025010000.shtml,前幅雪纺绉纱拼接，轻盈飘逸，丰富衣衫层次感；格纹×花卉，让本季印花混搭出新鲜趣味，瞬间占据视线；略显Oversize廓形，结合落肩设计，注入轻松休闲味道，范儿升级；充满亮点单品，与简约风下装相当速配；混搭牛仔九分裤、运动鞋，简单搭配即可穿出时髦的姿态,面料:棉100%撞料:聚酯纤维100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GI3025010000/3GI3025010000_m_1.jpg
T恤/衬衫,短袖T恤,印花宽松棉质短袖T恤,3GI3025010130,￥499,￥499,/p/3GI3025010130.shtml,前幅雪纺绉纱拼接，轻盈飘逸，丰富衣衫层次感；格纹×花卉，让本季印花混搭出新鲜趣味，瞬间占据视线；略显Oversize廓形，结合落肩设计，注入轻松休闲味道，范儿升级；充满亮点单品，与简约风下装相当速配；混搭牛仔九分裤、运动鞋，简单搭配即可穿出时髦的姿态,面料:棉100%撞料:聚酯纤维100%,适中,宽松,http://img1.ochirly.com.cn/wcsstore/TrendyCatalogAssetStore/images/trendy/trendiano/2018/c/3GI3025010130/3GI3025010130_m_1.jpg
