skc_id,newin_date
3ZA1518050018,2019-3-13
3ZA1518050090,2019-3-13
3ZA1518050095,2019-3-13
3ZA1568010090,2019-3-13
3ZA1568010120,2019-3-13
3ZA1568010510,2019-3-13
3ZC1020930000,2019-3-13
3ZC1020930090,2019-3-13
3ZC1020930400,2019-3-13
3ZC1021760090,2019-3-13
3ZC1042400650,2019-3-13
3ZC1045390000,2019-3-13
3ZC1046410090,2019-3-13
3ZC1063150521,2019-3-13
3ZC1065490090,2019-3-13
3ZC1065510090,2019-3-13
3ZC1065510120,2019-3-13
3ZC1010390779,2019-3-13
3ZC1024910000,2019-3-13
3ZC1024910090,2019-3-13
3ZC1025580000,2019-3-13
3ZC1025580090,2019-3-13
3ZC1042250010,2019-3-13
3ZC1066440784,2019-3-13
3ZC1023490520,2019-3-13
3ZC2041260090,2019-3-13
3ZC2041370010,2019-3-13
3ZC2042250090,2019-3-13
3ZC2060110010,2019-3-13
3ZC2041000010,2019-3-13
3ZC2060110090,2019-3-13
3ZC1065640010,2019-3-7
3ZE1022310540,2019-3-7
3ZC2040990610,2019-3-7
3ZC2011340600,2019-3-7
3ZC2061380600,2019-3-7
3ZA1568010018,2019-3-7
3ZA1568010600,2019-3-7
3ZC1020020000,2019-3-7
3ZC1020020090,2019-3-7
3ZC1020020400,2019-3-7
3ZC1020780000,2019-3-7
3ZC1021770090,2019-3-7
3ZC1041660018,2019-3-7
3ZC1061150090,2019-3-7
3ZC1065640090,2019-3-7
3ZE1043280090,2019-3-7
3ZE1043550510,2019-3-7
3ZE1062290090,2019-3-7
3ZE1064400090,2019-3-7
3ZE1064510090,2019-3-7
3ZC1011430970,2019-3-7
3ZC1011920010,2019-3-7
3ZC1011920650,2019-3-7
3ZC1015350000,2019-3-7
3ZC1015350090,2019-3-7
3ZC1020050090,2019-3-7
3ZC1020050120,2019-3-7
3ZE1022090090,2019-3-7
3ZE1022460000,2019-3-7
3ZA1518020321,2019-3-7
3ZA1518030090,2019-3-7
3ZA1518100018,2019-3-7
3ZA1518110018,2019-3-7
3ZC1040730600,2019-3-7
3ZC1041660090,2019-3-7
3ZC1041940090,2019-3-7
3ZC1045110000,2019-3-7
3ZC1061490600,2019-3-7
3ZC1061680018,2019-3-7
3ZC1061680090,2019-3-7
3ZC1063600090,2019-3-7
3ZC1063600120,2019-3-7
3ZC1065360090,2019-3-7
3ZC1065360120,2019-3-7
3ZE1025030000,2019-3-7
3ZE1043550090,2019-3-7
3ZE1064220090,2019-3-7
3ZC1010430090,2019-3-7
3ZC1010590960,2019-3-7
3ZC1041900000,2019-3-7
3ZC1041900090,2019-3-7
3ZE1020810090,2019-3-7
3ZE1022310090,2019-3-7
3ZE1022460090,2019-3-7
3ZE1040870090,2019-3-7
3ZC1046580600,2019-3-7
3ZA1518210090,2019-3-7
3ZC1013300781,2019-3-7
3GI4032830411,2019-3-7
3ZC1026550090,2019-2-21
3ZC1066140090,2019-2-21
3ZC1023730000,2019-2-21
3ZC1023730090,2019-2-21
3ZC1041290917,2019-2-21
3ZC1041300917,2019-2-21
3ZC1061470987,2019-2-21
3ZE1045080120,2019-2-21
3ZE1064760090,2019-2-21
3ZC1011370090,2019-2-21
3ZC1026550000,2019-2-21
3ZC1063790730,2019-2-21
