cat1,cat2,url,page_num
ÅäÊÎ,°ü,/Accessories/Bags/,1
ÅäÊÎ,Ğ¬,/Accessories/Shoes/,3
ÅäÊÎ,Ñü´ø,/Accessories/Belts/,1
ÅäÊÎ,Î§½í,/Accessories/Scarfs/,1
ÅäÊÎ,Ê×ÊÎ,/Accessories/Jewelry/,1
ÅäÊÎ,Íà×Ó,/Accessories/Tights/,1
