cat1,cat2,url,page_num
新品,3月6日到店,/New_In/New_in_3_6/,3
服装,连衣裙,/Clothing/Dresses/,15
服装,毛织,/Clothing/Sweaters/,24
服装,T恤,/Clothing/T_Shirts/,13
服装,衬衫,/Clothing/Shirts/,12
服装,半截裙,/Clothing/Skirts/,13
服装,裤装,/Clothing/Pants/,15
服装,外套,/Clothing/Jakets/,5
服装,呢料外套,/Clothing/Worsted_Coats/,4
