cat1,cat2,url,page_num
新品,1月30日到店,/New_In/New_in_1_30/,1
新品,1月23日到店,/New_In/New_in_1_23/,3
新品,1月16日到店,/New_In/New_in_1_16/,1
服装,连衣裙,/Clothing/Dresses/,10
服装,毛织,/Clothing/Sweaters/,19
服装,T恤,/Clothing/T_Shirts/,8
服装,衬衫,/Clothing/Shirts/,8
服装,半截裙,/Clothing/Skirts/,11
服装,裤装,/Clothing/Pants/,12
服装,外套,/Clothing/Jakets/,4
服装,呢料外套,/Clothing/Worsted_Coats/,3
服装,羽绒外套,/Clothing/Down_Coats/,4
